id,personaadi,senaryo1,senaryo10,senaryo11,senaryo12,senaryo13,senaryo14,senaryo15,senaryo16,senaryo2,senaryo3,senaryo4,senaryo5,senaryo6,senaryo7,senaryo8,senaryo9
936.0,Bilgisayar Mühendisi,A,B,C,E,C,E,C,E,D,A,A,A,C,A,B,C
937.0,Doktor,E,C,B,B,D,D,B,D,D,B,B,C,C,C,E,C
938.0,Doktor,A,C,B,B,A,C,B,B,D,C,B,A,A,A,A,B
939.0,Doktor,A,B,B,C,E,D,C,A,D,C,A,C,B,B,A,C
940.0,Doktor,A,B,C,B,C,A,B,C,D,A,A,C,B,D,D,C
941.0,Doktor,A,E,B,B,D,E,B,B,D,A,E,A,C,A,E,C
942.0,Bilgisayar Mühendisi,E,C,A,C,E,D,C,D,B,E,C,C,B,A,A,D
943.0,Doktor,A,E,B,B,D,C,B,B,D,A,A,D,C,A,E,C
944.0,Doktor,B,B,B,A,E,C,B,B,E,E,A,B,B,B,D,B
945.0,Bilgisayar Mühendisi,E,C,B,C,A,D,B,D,B,D,B,C,B,A,A,D
946.0,Doktor,A,E,B,A,D,E,B,B,D,A,E,A,A,C,E,B
947.0,Doktor,A,B,B,B,C,C,B,C,D,A,A,A,C,B,A,C
948.0,Bilgisayar Mühendisi,E,C,A,D,E,D,C,D,B,E,C,C,B,A,A,D
949.0,Doktor,E,C,B,B,A,D,A,B,D,C,D,C,A,C,E,D
950.0,Doktor,A,C,D,C,C,D,B,A,D,B,E,C,C,D,E,C
951.0,Bilgisayar Mühendisi,E,A,D,A,D,A,C,C,B,A,A,C,C,D,A,D
952.0,Doktor,A,E,B,C,A,D,B,B,D,D,E,A,A,A,E,D
953.0,Doktor,A,E,B,C,A,E,B,B,A,D,A,A,C,A,A,D
954.0,Bilgisayar Mühendisi,A,B,C,B,C,A,C,C,D,A,A,A,C,B,D,C
955.0,Doktor,B,E,B,C,E,C,B,A,B,E,B,C,B,B,A,D
956.0,Doktor,E,C,D,B,D,D,B,D,D,B,E,C,C,C,E,C
957.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,A,D,C,D,A,A,A,A,B
958.0,Doktor,B,C,A,A,A,C,D,B,E,E,D,B,A,C,E,B
959.0,Doktor,D,D,B,B,E,D,B,B,E,E,B,B,B,B,A,D
960.0,Bilgisayar Mühendisi,A,B,C,B,D,A,C,C,D,A,A,A,C,A,B,C
961.0,Doktor,A,A,D,A,D,E,B,A,D,A,D,A,C,A,E,C
962.0,Doktor,A,B,B,B,A,C,B,C,D,C,B,D,C,B,A,C
963.0,Bilgisayar Mühendisi,E,C,B,C,A,D,A,D,A,D,B,C,B,C,A,D
964.0,Doktor,E,C,C,B,D,D,B,D,D,B,B,C,C,C,E,C
965.0,Doktor,A,E,B,A,A,C,B,B,D,A,D,A,A,A,E,B
966.0,Bilgisayar Mühendisi,E,A,D,D,E,D,C,D,D,B,E,C,B,B,A,C
967.0,Doktor,D,C,B,A,A,D,A,B,C,A,E,C,A,C,E,D
968.0,Doktor,B,B,B,B,D,C,B,B,D,A,A,A,C,B,A,C
969.0,Bilgisayar Mühendisi,A,A,B,C,D,D,C,A,D,B,B,D,B,B,D,C
970.0,Doktor,A,E,C,B,D,C,B,B,D,B,E,C,C,A,D,C
971.0,Bilgisayar Mühendisi,A,B,C,B,C,A,C,C,D,A,A,D,C,D,D,C
972.0,Doktor,A,B,C,B,D,A,B,C,D,B,A,D,C,D,D,C
973.0,Doktor,A,E,B,C,A,E,B,B,A,C,B,A,A,A,A,D
974.0,Bilgisayar Mühendisi,A,A,A,E,B,E,C,E,D,A,C,C,B,B,C,C
975.0,Doktor,A,B,C,B,C,A,B,C,D,A,A,C,C,D,D,C
976.0,Doktor,E,E,B,B,A,D,A,A,A,A,D,A,A,C,E,D
977.0,Bilgisayar Mühendisi,A,B,B,E,E,D,C,A,D,C,A,C,B,B,A,C
978.0,Doktor,E,C,E,B,A,D,A,A,B,C,B,D,A,D,A,D
979.0,Bilgisayar Mühendisi,A,B,B,D,D,C,B,C,D,B,A,D,B,B,D,C
980.0,Bilgisayar Mühendisi,E,C,B,C,A,D,B,D,B,D,B,C,B,A,A,D
981.0,Doktor,A,E,A,A,A,C,B,B,D,C,E,C,A,A,E,B
982.0,Bilgisayar Mühendisi,A,E,D,B,A,D,B,A,B,D,B,C,B,A,E,D
983.0,Doktor,A,E,B,A,A,E,B,B,A,D,E,A,A,A,E,D
984.0,Doktor,E,E,B,A,D,C,B,B,D,C,E,C,A,C,D,B
985.0,Bilgisayar Mühendisi,E,D,A,C,E,D,C,D,D,E,C,C,B,A,A,B
986.0,Doktor,A,C,B,B,A,D,B,B,D,A,B,A,A,A,E,D
987.0,Doktor,A,E,B,A,D,E,B,B,D,A,E,A,A,C,E,B
988.0,Bilgisayar Mühendisi,E,D,A,E,E,C,C,D,D,E,C,C,B,B,A,B
989.0,Doktor,A,C,B,C,A,C,B,B,A,C,B,D,C,A,D,B
990.0,Doktor,A,C,B,C,D,C,B,B,D,A,B,A,C,A,D,B
991.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,A,D,C,D,A,A,A,A,B
992.0,Bilgisayar Mühendisi,A,A,B,B,A,D,B,A,B,A,B,A,C,B,A,D
993.0,Doktor,B,C,B,C,D,C,B,B,D,E,B,D,C,A,D,C
994.0,Bilgisayar Mühendisi,E,A,D,D,D,D,C,D,D,B,E,C,B,B,A,C
995.0,Doktor,A,E,B,B,D,E,B,B,D,B,E,A,C,D,E,C
996.0,Doktor,A,C,E,A,A,D,B,B,A,C,B,C,A,D,E,D
997.0,Bilgisayar Mühendisi,A,B,C,E,C,E,C,C,D,A,A,D,C,A,B,C
998.0,Doktor,D,C,B,A,A,D,A,B,D,A,D,C,A,C,E,D
999.0,Bilgisayar Mühendisi,E,A,D,D,C,D,B,C,D,B,E,C,C,D,E,C
1000.0,Bilgisayar Mühendisi,E,E,B,D,D,D,C,D,D,B,E,D,B,B,A,D
1001.0,Doktor,A,C,A,C,A,E,C,A,A,C,B,D,B,A,A,A
1002.0,Doktor,D,E,B,A,A,D,B,B,D,A,E,A,A,C,E,B
1003.0,Bilgisayar Mühendisi,E,A,A,D,B,D,C,D,D,E,C,C,B,B,A,C
1004.0,Doktor,E,A,D,D,C,D,B,C,D,B,E,C,C,D,E,C
1005.0,Doktor,B,B,A,A,E,C,B,B,D,E,D,A,A,A,D,B
1006.0,Bilgisayar Mühendisi,E,D,A,D,E,D,C,A,B,E,B,C,B,B,A,A
1007.0,Bilgisayar Mühendisi,A,B,D,B,C,A,B,C,D,B,A,C,C,D,D,C
1008.0,Bilgisayar Mühendisi,E,C,A,C,A,D,C,E,D,E,D,C,B,D,A,B
1009.0,Doktor,D,C,A,A,A,D,D,B,A,D,E,C,A,C,E,D
1010.0,Doktor,A,E,B,B,A,D,B,B,A,A,D,A,A,A,E,D
1011.0,Doktor,A,E,B,C,A,E,B,A,A,D,E,A,B,A,A,D
1012.0,Bilgisayar Mühendisi,E,A,D,D,C,D,C,D,D,B,E,C,C,B,E,C
1013.0,Doktor,A,B,C,A,D,C,B,C,D,A,A,A,C,A,D,C
1014.0,Doktor,B,B,B,A,E,C,B,B,E,E,A,B,B,B,D,B
1015.0,Doktor,A,E,B,C,A,E,B,B,A,D,E,A,A,A,E,D
1016.0,Doktor,A,B,C,B,D,C,B,C,D,A,A,A,C,A,D,C
1017.0,Doktor,B,B,B,C,E,C,B,B,B,E,B,D,B,B,A,D
1018.0,Doktor,A,E,B,B,D,E,B,B,D,A,E,A,C,A,E,C
1019.0,Doktor,A,E,B,B,D,C,B,B,D,A,A,D,C,A,E,C
1020.0,Doktor,E,C,D,B,D,D,B,D,D,B,E,C,C,C,E,C
1021.0,Doktor,A,E,B,B,D,C,B,B,D,C,B,A,C,B,A,B
1022.0,Doktor,A,E,C,B,D,C,B,B,D,B,E,C,C,A,D,C
1023.0,Doktor,E,E,B,A,D,C,B,B,D,C,E,C,A,C,D,B
1024.0,Doktor,A,E,B,B,D,D,B,B,D,B,D,C,C,A,E,D
1025.0,Doktor,A,C,B,B,A,D,C,B,A,D,D,C,A,C,E,D
1026.0,Doktor,B,E,B,C,E,C,B,A,B,E,B,C,B,B,A,D
1027.0,Doktor,A,B,C,B,C,A,B,C,D,A,A,C,C,D,D,C
1028.0,Doktor,D,E,B,A,A,D,B,B,D,A,E,A,A,C,E,B
1029.0,Doktor,A,C,D,C,C,D,B,A,D,B,E,C,C,D,E,C
1030.0,Doktor,E,C,B,B,D,D,B,D,D,B,B,C,C,C,E,C
1031.0,Doktor,A,A,A,E,A,C,B,A,D,C,A,A,A,A,B,B
1032.0,Doktor,A,A,D,A,D,E,B,A,D,A,D,A,C,A,E,C
1033.0,Doktor,E,C,B,B,A,D,A,B,D,D,D,C,A,C,E,D
1034.0,Doktor,D,C,B,A,A,D,A,B,D,A,E,C,A,C,E,D
1035.0,Doktor,A,C,B,C,D,C,B,B,D,A,B,A,C,A,D,B
1036.0,Doktor,A,E,A,A,D,C,B,B,D,C,E,C,A,A,D,B
1037.0,Doktor,A,E,B,C,A,D,B,B,D,D,E,A,A,A,E,D
1038.0,Doktor,A,C,B,C,A,C,B,B,A,C,B,D,C,A,D,B
1039.0,Doktor,B,B,B,D,D,C,B,C,D,B,A,D,B,B,D,C
1040.0,Doktor,A,B,C,B,D,A,B,C,D,B,A,D,C,D,D,C
1041.0,Doktor,A,A,A,E,C,C,B,A,D,B,A,C,C,A,B,C
1042.0,Doktor,A,E,B,B,A,D,B,B,D,A,D,A,A,A,E,B
1043.0,Doktor,A,B,B,B,C,C,B,C,D,A,A,A,C,B,A,C
1044.0,Doktor,A,B,C,C,D,A,B,C,D,A,A,A,C,B,D,C
1045.0,Doktor,A,A,B,B,A,D,B,A,B,A,B,A,C,B,A,D
1046.0,Doktor,A,E,B,A,A,E,B,B,A,D,E,A,A,A,E,D
1047.0,Doktor,A,E,B,B,D,E,B,B,D,B,E,A,C,D,E,C
1048.0,Doktor,B,D,A,B,E,C,B,A,D,C,D,A,A,A,D,B
1049.0,Doktor,A,B,D,B,D,D,B,C,D,B,A,C,C,D,E,C
1050.0,Doktor,A,A,B,B,A,D,B,A,B,C,B,A,A,A,E,D
1051.0,Doktor,A,C,B,B,A,D,B,B,A,D,E,A,A,A,E,D
1052.0,Doktor,A,B,C,C,D,C,B,C,D,B,A,D,C,B,D,C
1053.0,Doktor,B,B,B,A,E,C,B,B,E,E,A,B,B,B,D,B
1054.0,Doktor,E,A,A,D,D,D,B,D,D,B,E,C,B,B,E,C
1055.0,Bilgisayar Mühendisi,E,C,A,D,E,D,C,D,B,E,C,C,B,A,A,D
1056.0,Bilgisayar Mühendisi,A,B,C,B,C,A,C,C,D,B,A,D,C,B,D,C
1057.0,Bilgisayar Mühendisi,E,D,A,C,E,D,C,D,D,E,C,C,B,A,A,B
1058.0,Bilgisayar Mühendisi,A,B,C,E,C,E,C,E,D,A,A,A,C,A,B,C
1059.0,Bilgisayar Mühendisi,A,B,B,E,E,D,C,A,D,C,A,C,B,B,A,C
1060.0,Bilgisayar Mühendisi,A,B,B,B,C,C,C,A,D,A,A,D,C,B,A,C
1061.0,Bilgisayar Mühendisi,A,B,C,B,C,A,C,C,D,A,A,D,C,D,D,C
1062.0,Bilgisayar Mühendisi,A,E,D,B,A,D,B,A,D,D,B,C,B,A,E,C
1063.0,Bilgisayar Mühendisi,E,A,D,E,C,D,C,A,D,B,A,D,C,B,B,C
1064.0,Bilgisayar Mühendisi,E,A,A,D,B,D,C,D,D,E,C,C,B,B,A,C
1065.0,Bilgisayar Mühendisi,A,B,B,B,D,A,C,C,D,A,A,A,C,B,D,C
1066.0,Bilgisayar Mühendisi,E,C,D,D,D,D,B,D,D,B,E,C,B,B,E,C
1067.0,Bilgisayar Mühendisi,E,A,D,D,D,D,C,D,D,B,E,C,B,B,A,C
1068.0,Bilgisayar Mühendisi,A,E,A,A,A,D,D,E,D,A,D,C,A,C,E,B
1069.0,Bilgisayar Mühendisi,E,A,D,A,D,A,C,C,B,A,A,C,C,D,A,D
1070.0,Bilgisayar Mühendisi,A,B,C,B,D,A,C,C,D,B,A,D,C,B,D,C
1071.0,Bilgisayar Mühendisi,E,C,B,B,A,D,B,D,A,D,D,C,A,C,E,D
1072.0,Bilgisayar Mühendisi,E,C,B,C,A,D,A,D,A,D,B,C,B,C,A,D
1073.0,Bilgisayar Mühendisi,A,C,A,E,A,C,C,A,D,D,D,C,B,A,A,B
1074.0,Bilgisayar Mühendisi,D,C,A,C,A,D,B,A,C,D,D,A,A,A,E,B
1075.0,Bilgisayar Mühendisi,A,A,A,E,A,E,B,A,D,C,A,A,A,A,B,B
1076.0,Bilgisayar Mühendisi,A,A,B,D,D,D,C,D,D,B,B,D,B,B,D,C
1077.0,Bilgisayar Mühendisi,A,B,C,B,C,A,C,C,D,A,A,D,C,B,D,C
1078.0,Doktor,A,E,B,C,A,E,B,A,A,D,E,A,B,A,A,D
1079.0,Doktor,A,A,D,B,D,C,B,A,D,A,A,A,C,A,B,C
1080.0,Doktor,A,B,D,B,D,C,B,C,D,B,A,D,C,B,D,C
1081.0,Doktor,A,C,E,A,A,D,B,B,A,C,B,C,A,D,E,D
1082.0,Doktor,E,D,A,E,E,D,C,A,D,E,B,C,B,B,A,A
1083.0,Doktor,A,E,B,A,A,E,B,B,A,D,E,A,A,A,E,D
1084.0,Doktor,A,B,B,B,D,C,B,C,D,C,A,A,C,B,D,B
1085.0,Doktor,A,E,B,C,A,E,B,B,A,D,A,A,C,A,A,D
1086.0,Doktor,A,B,C,A,C,A,C,C,D,A,A,C,C,D,E,C
1087.0,Doktor,A,E,B,B,D,D,B,D,D,B,D,C,A,C,E,D
1088.0,Bilgisayar Mühendisi,A,C,C,A,A,D,B,D,D,A,D,C,A,A,D,C
1089.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1090.0,Doktor,A,C,B,C,A,D,B,D,D,B,B,C,A,B,A,C
1091.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1092.0,Bilgisayar Mühendisi,A,C,A,E,A,D,B,D,D,C,D,C,A,A,A,C
1093.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,A,D,B,D,C,A,B,A,C
1094.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1095.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,C,D,C,A,B,A,C
1096.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,B,E,E,C,B,B,C,D
1097.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,A,D,C,D,C,C,A,A,C
1098.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,B,D,C,A,A,A,C
1099.0,Bilgisayar Mühendisi,A,B,D,C,A,D,B,A,D,B,D,C,C,A,A,C
1100.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,D,D,B,E,C,A,A,A,C
1101.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,E,D,C,C,B,D,C
1102.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,D,D,C,D,C,C,A,A,C
1103.0,Bilgisayar Mühendisi,A,B,B,C,E,D,B,D,D,B,D,C,A,A,A,C
1104.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1105.0,Bilgisayar Mühendisi,A,C,C,C,A,D,B,D,D,B,E,C,A,C,A,D
1106.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,E,D,C,C,B,A,C
1107.0,Bilgisayar Mühendisi,A,B,A,C,A,D,B,D,D,C,D,C,C,A,A,C
1108.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,D,B,E,D,C,B,B,D,C
1109.0,Bilgisayar Mühendisi,A,C,A,C,E,D,B,D,D,B,D,C,A,A,A,C
1110.0,Bilgisayar Mühendisi,A,C,C,C,A,D,B,A,D,B,E,C,C,A,C,D
1111.0,Bilgisayar Mühendisi,A,C,B,D,A,D,B,D,B,E,E,C,B,B,A,D
1112.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,D,D,B,D,C,A,A,A,C
1113.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,B,D,C,C,A,A,C
1114.0,Bilgisayar Mühendisi,A,C,D,C,E,D,B,A,D,B,D,C,A,B,C,C
1115.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,D,D,C,E,C,A,C,A,C
1116.0,Doktor,A,C,A,C,A,D,B,C,D,C,E,C,A,C,A,C
1117.0,Doktor,A,B,B,C,A,D,B,D,D,B,D,D,B,B,A,C
1118.0,Doktor,A,C,C,C,A,D,B,A,A,B,E,C,B,A,A,D
1119.0,Doktor,A,C,B,C,A,D,B,D,D,C,E,C,A,A,A,C
1120.0,Doktor,A,C,C,C,A,D,B,D,D,B,E,C,B,B,A,C
1121.0,Doktor,A,C,B,C,A,D,B,D,D,C,D,C,C,A,A,C
1122.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,B,A,C
1123.0,Doktor,A,C,B,C,E,D,B,A,D,C,D,C,A,A,A,C
1124.0,Doktor,A,C,C,D,A,D,B,D,D,B,E,C,A,C,A,C
1125.0,Doktor,A,C,A,C,E,C,B,A,D,B,D,C,A,A,A,C
1126.0,Doktor,A,C,C,C,A,D,B,B,A,B,E,C,C,A,A,D
1127.0,Doktor,A,C,B,C,A,D,B,D,D,C,E,C,A,A,A,C
1128.0,Doktor,A,C,A,E,A,D,B,D,D,C,D,C,A,A,A,C
1129.0,Doktor,A,B,A,C,A,D,B,D,D,E,D,C,E,B,D,C
1130.0,Doktor,A,C,B,C,A,D,B,B,D,C,E,C,A,C,A,C
1131.0,Doktor,A,C,B,C,A,D,B,D,D,B,E,C,A,B,A,C
1132.0,Doktor,A,C,A,C,A,D,B,A,D,C,D,C,A,A,A,C
1133.0,Doktor,A,C,C,C,A,D,B,B,D,B,E,C,A,C,A,C
1134.0,Doktor,A,B,B,C,A,D,B,A,D,B,D,C,C,A,A,C
1135.0,Doktor,A,C,C,C,A,D,B,D,D,B,E,C,A,A,A,C
1136.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,B,A,C
1137.0,Doktor,A,B,B,C,A,D,B,A,D,C,D,C,C,A,A,C
1138.0,Doktor,A,C,C,C,A,D,B,C,D,C,E,C,A,C,A,C
1139.0,Doktor,A,C,A,E,A,D,B,D,D,C,E,C,A,A,A,C
1140.0,Doktor,A,C,A,C,A,D,B,B,D,C,E,C,A,B,A,C
1141.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1142.0,Bilgisayar Mühendisi,A,C,C,C,A,D,B,A,B,E,E,C,B,A,A,D
1143.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,D,D,C,D,C,C,A,A,C
1144.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,B,D,C,A,A,A,C
1145.0,Bilgisayar Mühendisi,A,C,A,E,A,D,B,D,D,B,D,C,C,A,A,C
1146.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,B,E,C,B,B,A,D
1147.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,B,D,C,A,A,A,C
1148.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,B,D,C,A,A,A,C
1149.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,B,D,C,C,B,A,C
1150.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,C,D,C,C,B,A,C
1151.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,B,D,C,C,A,A,C
1152.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,D,B,E,D,C,B,B,D,C
1153.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,E,D,C,C,B,D,C
1154.0,Bilgisayar Mühendisi,A,C,C,C,E,D,B,A,B,E,E,C,B,B,A,D
1155.0,Bilgisayar Mühendisi,A,C,B,D,A,D,B,D,D,C,D,C,C,B,A,C
1156.0,Doktor,A,C,C,C,A,D,B,B,D,C,E,C,A,C,A,C
1157.0,Doktor,A,C,A,C,A,D,B,D,D,B,E,C,A,B,A,C
1158.0,Doktor,A,C,C,C,A,D,B,B,A,B,E,C,A,B,A,D
1159.0,Doktor,A,C,C,C,A,D,B,B,A,B,E,C,C,B,A,D
1160.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,B,A,C
1161.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,A,A,C
1162.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,B,A,C
1163.0,Doktor,A,C,B,C,A,D,B,D,D,B,E,C,A,A,A,C
1164.0,Doktor,A,C,C,C,A,D,B,D,D,B,E,C,A,C,A,C
1165.0,Doktor,A,E,C,C,A,D,B,A,A,B,E,C,B,A,A,D
1166.0,Doktor,A,C,B,C,A,D,B,D,D,C,E,C,A,A,A,C
1167.0,Doktor,A,C,A,C,A,D,B,D,D,C,E,C,A,B,A,C
1168.0,Doktor,A,C,B,E,A,D,B,D,D,C,D,C,C,A,A,C
1169.0,Doktor,A,C,B,C,A,D,B,A,D,B,D,C,C,A,A,C
1170.0,Doktor,A,E,A,C,A,D,B,B,D,C,E,C,A,C,A,C
1171.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1172.0,Bilgisayar Mühendisi,A,C,B,D,A,D,B,D,D,E,D,C,C,B,A,C
1173.0,Bilgisayar Mühendisi,A,B,A,E,A,D,B,A,D,C,D,C,A,A,A,C
1174.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,D,D,C,D,C,C,B,A,C
1175.0,Bilgisayar Mühendisi,A,C,C,C,A,D,B,D,B,E,E,C,B,B,A,D
1176.0,Doktor,A,C,B,C,A,D,B,C,D,C,E,C,A,C,A,C
1177.0,Doktor,A,B,B,C,A,D,B,B,D,C,D,D,B,A,A,C
1178.0,Doktor,A,C,A,C,E,D,B,D,D,C,D,C,A,B,A,C
1179.0,Doktor,A,C,A,C,A,D,B,C,D,C,E,C,C,C,A,C
1180.0,Doktor,A,C,B,C,A,D,B,B,D,C,D,C,A,A,A,C
1181.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,D,D,B,D,C,B,B,D,C
1182.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,B,D,C,A,B,C,C
1183.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,C,D,C,C,A,A,C
1184.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,C,D,C,C,A,A,C
1185.0,Bilgisayar Mühendisi,A,C,B,C,E,D,B,D,D,C,D,C,A,A,A,C
1186.0,Doktor,A,C,C,C,A,D,B,C,D,C,E,C,A,C,A,C
1187.0,Doktor,A,C,B,C,A,D,B,B,D,C,D,C,A,C,A,C
1188.0,Doktor,A,C,B,C,A,D,B,D,D,B,D,C,A,B,A,C
1189.0,Doktor,A,C,A,C,A,D,B,C,D,C,E,C,A,C,A,C
1190.0,Doktor,A,C,B,C,A,D,B,D,D,B,D,C,A,A,A,C
1191.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1192.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1193.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1194.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1195.0,Bilgisayar Mühendisi,A,D,C,A,D,C,C,D,D,B,D,C,A,B,D,C
1196.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1197.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1198.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1199.0,Bilgisayar Mühendisi,E,C,D,B,C,D,D,C,B,C,D,C,A,B,D,A
1200.0,Bilgisayar Mühendisi,E,C,D,B,C,C,D,D,B,C,D,C,A,B,D,C
1201.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1202.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1203.0,Bilgisayar Mühendisi,A,D,C,A,D,C,C,D,D,B,D,C,A,B,D,C
1204.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1205.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1206.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1207.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1208.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1209.0,Bilgisayar Mühendisi,A,D,D,D,D,C,C,D,D,C,D,C,C,C,D,C
1210.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1211.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1212.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1213.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1214.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1215.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1216.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1217.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1218.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1219.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,A,A,C
1220.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1221.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1222.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1223.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1224.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1225.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1226.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1227.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1228.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1229.0,Doktor,A,C,C,A,C,B,A,D,D,B,D,C,A,A,A,C
1230.0,Doktor,A,E,C,A,A,D,A,D,D,E,B,C,A,E,A,A
1231.0,Doktor,E,E,D,B,D,A,B,D,D,B,B,C,A,C,B,C
1232.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1233.0,Doktor,A,E,D,B,D,B,B,A,D,B,B,E,A,C,B,C
1234.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1235.0,Doktor,A,E,D,B,D,B,B,A,D,B,C,E,C,A,B,C
1236.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1237.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1238.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1239.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
